name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Mrs. Bava,5209801597,indali.bava687@mailserver.org,Information given price pitched 33k. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Suraj Darade,Sonal Athawale,,10/3/2025,0
Ms. Teerth Grewal,+913111716,teerth.grewal563@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,SDR,High,Open,Marketing,Punjab,Sonal Athawale,Sonal Athawale,,9/25/2025,0
Mr. Kalpit Mitra,2827241529,kalpit.mitra427@business.in,Information given price pitched 33 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Referral,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/12/2025,0
Mrs. Nidra Manda,0994821471,nidra.manda830@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,SDR,High,Open,Webinar,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,10/1/2025,0
Mr. Arya Mangat,+913533325,arya.mangat2@mailserver.org,Information given price pitched 18 000. Client said he will call back.,,CDR Analysis Software,High,Open,Marketing,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,10/1/2025,0
Mr. Anita Kala,+910567409,anita.kala639@business.in,Information given. Price pitched 18k. The client said he will let us know.,,SDR,High,Open,Referral,Maharashtra ,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mr. Sant,0744416741,panini.sant24@business.in,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,SDR,Medium,Open,Referral,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/25/2025,0
Mr. Vivaan Narain,0141479178,vivaan.narain248@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Gujarat,Sonal Athawale,Sonal Athawale,,9/30/2025,0
Mrs. Parikh,0309509689,januja.parikh196@example.com,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,9/21/2025,0
Mr. Tanay Madan,0520884372,tanay.madan531@example.com,Information given. Price pitched 18k. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Tamil Nadu,Suraj Darade,Pravin Vhatkar,,10/8/2025,0
Mrs. Rohan Chandra,0964895109,rohan.chandra469@mailserver.org,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,SDR,Medium,Open,Webinar,Maharashtra ,Suraj Darade,Sonal Athawale,,10/8/2025,0
Ms. Neelima Tiwari,0176232888,neelima.tiwari400@business.in,Information given price pitched 18k. Client said he will let us know.,,SDR,Medium,Open,Website,Gujarat,Sonal Athawale,Sonal Athawale,,10/3/2025,0
Ms. Zansi Prashad,9134527784,zansi.prashad64@example.com,Information given price pitched 18 000. Client said he will let us know.,,CDR Analysis Software,Medium,Open,Referral,Goa,Sonal Athawale,Suraj Darade,,10/1/2025,0
Ms. Shravya Shetty,6457247118,shravya.shetty841@business.in,Information given price pitched 33k. Client said he will call on next week.,,Cell Track,Medium,Open,Webinar,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,9/23/2025,0
Mr. Narasimhan,0721515409,agastya.narasimhan137@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",High,Open,Marketing,Delhi & NCR,Suraj Darade,Suraj Darade,,9/24/2025,0
Mrs. Anika Dada,0426681998,anika.dada45@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,SDR,Medium,Open,Marketing,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/20/2025,0
Mr. Nirja Lall,0323162155,nirja.lall852@business.in,Information given price pitched 18k. Client said he will call back.,,CDR Analysis Software,High,Open,Referral,Karnataka ,Sonal Athawale,Sonal Athawale,,9/25/2025,0
Mr. Aarav Handa,+911592710,aarav.handa169@example.com,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Suraj Darade,Pravin Vhatkar,,10/8/2025,0
Mr. Dalaja Cherian,8565086034,dalaja.cherian796@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Marketing,Uttar Pradesh,Pravin Vhatkar,Suraj Darade,,9/23/2025,0
Mr. Vrinda Loke,0859050108,vrinda.loke870@mailserver.org,Information given price pitched 28k. Client said he will call back.,,SDR,High,Open,Marketing,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/11/2025,0
Ms. Oscar Kaur,1999189527,oscar.kaur848@mailserver.org,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/13/2025,0
Mr. Aarush Mannan,0122461408,aarush.mannan697@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Karnataka ,Pravin Vhatkar,Suraj Darade,,9/18/2025,0
Mr. Ayushman Desai,6155845697,ayushman.desai913@example.com,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,SDR,Medium,Open,Marketing,Gujarat,Suraj Darade,Sonal Athawale,,9/24/2025,0
Mr. Gulati,+914688329,nirja.gulati382@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,SDR,Medium,Open,Marketing,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/24/2025,0
Mr. Maya Nayar,9216433521,maya.nayar898@business.in,Information given price pitched 33 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Bihar & Jharkhand,Suraj Darade,Pravin Vhatkar,,9/26/2025,0
Ms. Abhimanyu Vaidya,0068113882,abhimanyu.vaidya193@example.com,Information given price pitched 33 000. Client said he will call on next week.,,Cell Track,High,Open,Webinar,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/13/2025,0
Mrs. Upma Chacko,1400101654,upma.chacko821@mailserver.org,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/20/2025,0
Mrs. Harrison Dube,+919562876,harrison.dube443@mailserver.org,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,SDR,Medium,Open,Website,Maharashtra ,Suraj Darade,Suraj Darade,,9/10/2025,0
Mrs. Oscar Khanna,+911641168,oscar.khanna520@mailserver.org,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,SDR,High,Open,Referral,Maharashtra ,Sonal Athawale,Suraj Darade,,9/16/2025,0
Mrs. Chawla,1774057321,waida.chawla653@mailserver.org,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Website,Tamil Nadu,Suraj Darade,Pravin Vhatkar,,9/16/2025,0
Mrs. Nikita Mital,+917353682,nikita.mital322@business.in,Information given price pitched 28k. Client said he will call on next week.,,Cell Track,High,Open,Referral,Punjab,Suraj Darade,Suraj Darade,,9/19/2025,0
Ms. Tanveer Maharaj,9837166505,tanveer.maharaj9@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,SDR,High,Open,Website,Punjab,Sonal Athawale,Sonal Athawale,,9/17/2025,0
Ms. Nathaniel Ramachandran,7977557821,nathaniel.ramachandran640@business.in,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Referral,Goa,Suraj Darade,Sonal Athawale,,9/29/2025,0
Mr. Nagi,0751402663,sanya.nagi647@mailserver.org,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Website,Tamil Nadu,Suraj Darade,Suraj Darade,,9/27/2025,0
Mrs. Lajita Mannan,+915463519,lajita.mannan312@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,9/29/2025,0
Mrs. Ganesan,+915541361,ekanta.ganesan13@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,9/20/2025,0
Mr. Ghosh,+919599004,manan.ghosh775@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Website,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/24/2025,0
Mrs. Wakeeta Chad,4156336188,wakeeta.chad184@example.com,Information given price pitched 18k. Client said he will call back.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Maharashtra ,Sonal Athawale,Sonal Athawale,,9/25/2025,0
Mrs. Ishani Saran,+912205478,ishani.saran15@mailserver.org,Information given price pitched 18 000. Client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Website,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,10/6/2025,0
Ms. Raagini Sen,+914762070,raagini.sen301@example.com,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,SDR,High,Open,Website,Goa,Sonal Athawale,Sonal Athawale,,9/13/2025,0
Mrs. Chandani Nori,2715810201,chandani.nori573@example.com,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,Cell Track,High,Open,Website,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/26/2025,0
Mr. Gaurang Sachdev,+919199705,gaurang.sachdev845@business.in,Information given price pitched 18 000. Client said he will call back.,,Cell Track,High,Open,Referral,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,10/8/2025,0
Mrs. Pingle,0715138058,theodore.pingle560@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Goa,Sonal Athawale,Pravin Vhatkar,,9/27/2025,0
Mrs. Devansh Comar,+916443677,devansh.comar248@business.in,Information given price pitched 28 000. Client said he will call back.,,Cell Track,High,Open,Marketing,Maharashtra ,Suraj Darade,Pravin Vhatkar,,10/3/2025,0
Mrs. Wakeeta Balakrishnan,2479727609,wakeeta.balakrishnan527@example.com,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Gujarat,Pravin Vhatkar,Suraj Darade,,10/7/2025,0
Mrs. Pavani Anne,0612683614,pavani.anne982@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Website,Goa,Pravin Vhatkar,Pravin Vhatkar,,9/29/2025,0
Ms. Aarini Srinivas,+919413525,aarini.srinivas857@business.in,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,Cell Track,High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,9/15/2025,0
Mrs. Zarna Singhal,+918700898,zarna.singhal953@mailserver.org,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",High,Open,Website,Punjab,Suraj Darade,Sonal Athawale,,9/16/2025,0
Mr. Dakshesh Varkey,4007721513,dakshesh.varkey157@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Referral,Tamil Nadu,Suraj Darade,Sonal Athawale,,10/1/2025,0
Ms. Rastogi,9449277421,advika.rastogi961@mailserver.org,Information given. Price pitched 28 000. The client said he will let us know.,,Cell Track,High,Open,Marketing,Gujarat,Suraj Darade,Sonal Athawale,,9/16/2025,0
Mr. Nisha Issac,0880001589,nisha.issac396@mailserver.org,Information given. Price pitched 33 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Gujarat,Pravin Vhatkar,Pravin Vhatkar,,10/2/2025,0
Mrs. Deshpande,+919443600,idika.deshpande203@mailserver.org,Information given. Price pitched 18k. The client said he will let us know.,,Cell Track,Medium,Open,Website,Tamil Nadu,Suraj Darade,Sonal Athawale,,9/30/2025,0
Mrs. Pallavi Keer,7758466250,pallavi.keer13@mailserver.org,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Website,Delhi & NCR,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Mr. Neelima Bora,+916313766,neelima.bora103@example.com,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,SDR",Medium,Open,Website,Gujarat,Suraj Darade,Pravin Vhatkar,,9/17/2025,0
Mr. Robert Chana,5673509308,robert.chana367@example.com,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Referral,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/23/2025,0
Ms. Victor Koshy,+914602855,victor.koshy758@mailserver.org,Information given price pitched 18k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Website,Uttar Pradesh,Suraj Darade,Suraj Darade,,10/7/2025,0
Ms. Onkar Bala,+914960800,onkar.bala490@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,SDR,Medium,Open,Website,Punjab,Sonal Athawale,Pravin Vhatkar,,10/6/2025,0
Mr. Saha,+918385034,vrishti.saha390@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,CDR Analysis Software,High,Open,Referral,Goa,Suraj Darade,Sonal Athawale,,9/27/2025,0
Mr. Darsh Mangal,0062991979,darsh.mangal550@mailserver.org,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Webinar,Karnataka ,Pravin Vhatkar,Suraj Darade,,9/21/2025,0
Mr. Sara Goda,2655651726,sara.goda380@business.in,Information given price pitched 33k. Client said he will call on next week.,,SDR,Medium,Open,Website,Tamil Nadu,Sonal Athawale,Sonal Athawale,,9/11/2025,0
Mrs. Narain,+913011539,eiravati.narain339@business.in,Information given. Price pitched 18 000. The client said he will let us know.,,Cell Track,Medium,Open,Marketing,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/25/2025,0
Mrs. Darpan Pandit,0253327351,darpan.pandit73@business.in,Information given price pitched 18k. Client said he will let us know.,,Cell Track,Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,10/6/2025,0
Ms. Manthan Borra,0373704918,manthan.borra511@example.com,Information given price pitched 18k. Client said he will call back.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Sonal Athawale,Pravin Vhatkar,,10/4/2025,0
Mr. Champak Sandhu,0642438700,champak.sandhu964@mailserver.org,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Karnataka ,Sonal Athawale,Suraj Darade,,10/2/2025,0
Mr. Sathvik Kannan,0381029950,sathvik.kannan151@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Gujarat,Suraj Darade,Suraj Darade,,9/17/2025,0
Ms. Radha Dutta,0081597933,radha.dutta724@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,Cell Track,High,Open,Referral,Goa,Pravin Vhatkar,Pravin Vhatkar,,9/26/2025,0
Mrs. Hemani Bansal,0811401268,hemani.bansal466@business.in,Information given price pitched 18 000. Client said he will call on next week.,,CDR Analysis Software,High,Open,Webinar,Gujarat,Suraj Darade,Suraj Darade,,9/15/2025,0
Mrs. Sudiksha Kakar,+913024427,sudiksha.kakar444@mailserver.org,Information given price pitched 18k. Client said he will call on next week.,,Cell Track,High,Open,Webinar,Uttar Pradesh,Suraj Darade,Suraj Darade,,10/1/2025,0
Mr. Nihal Solanki,+917278356,nihal.solanki748@business.in,Information given price pitched 28k. Client said he will call on next week.,,Cell Track,High,Open,Marketing,Goa,Sonal Athawale,Suraj Darade,,10/7/2025,0
Mr. Tanay Dora,+911206352,tanay.dora132@example.com,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Webinar,Maharashtra ,Suraj Darade,Pravin Vhatkar,,10/7/2025,0
Mrs. Aashi Deep,+912236102,aashi.deep564@business.in,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Karnataka ,Sonal Athawale,Suraj Darade,,9/21/2025,0
Mr. Nirja Baral,7410785674,nirja.baral996@business.in,Information given price pitched 18k. Client said he will call back.,,CDR Analysis Software,High,Open,Website,Goa,Sonal Athawale,Suraj Darade,,9/16/2025,0
Mrs. Rudra Saini,+913741503,rudra.saini299@mailserver.org,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,9/29/2025,0
